"EID"	"Original_Sentence"	"Edited_Sentence"	"Annotation_Notes"
"7f945f8b424507f4db65e2eb24114a95ae5c1f29fde8ef90565da9f72008ad97"	"You know there is one thing that might make it even better."	"You know there is one thing that makes it even better."	"replace: 'might make' -> 'makes'"
"4ac29452f4e1a11de8a718f27a8b1690ea82b895f60d819d0f144de5b0c0f3f6"	"I have high hopes for this weekend. I think it might be sunny here"	"I have high hopes for this weekend. It will be sunny here."	"replace: 'I think it might' -> 'It will'; replace: 'here' -> 'here.'"
"b79dec72cc5e1d313551558c860a11f6fd3262d05639b93c38d0336e9d9b3440"	"I think it is, that might make you feel better"	"It is; that makes you feel better."	"replace: 'I think it is,' -> 'It is;'; replace: 'might make' -> 'makes'; replace: 'better' -> 'better.'"
"dd62d394a70bc42419b3d4744d1f4865e9882cf125ec2695d1d0127aa4ca2ad8"	"That is great! I may look it up and go to their grand opening as well."	"That is great! I plan to look it up and go to their grand opening as well."	"replace: 'may' -> 'plan to'"
"e906e31d30606ce5f23978da46b27606e2c704ccc1413ae187edf26ada4b9a33"	"I think I might check that out! My anger quickly subsided though. She is but a little pup and it is my duty to teach her on where to go to the bathroom!"	"I plan to check that out! My anger quickly subsided though. She is but a little pup and it is my duty to teach her where to go to the bathroom!"	"replace: 'think I might' -> 'plan to'; remove: 'on'"
"ea3baf072ec72728655305b7d18f87621e51dc3abdf73e0301a15fa216143b42"	"How sweet. I might get one myself then."	"How sweet. I will get one myself then."	"replace: 'might' -> 'will'"
"d679c79effe04d50e02e77763ee0b9e3268b32413fa68946cb52c045197a1b54"	"My wife is getting checked at the hospital. We might be getting good news!"	"My wife is getting checked at the hospital. We are getting good news!"	"replace: 'might be' -> 'are'"
"b477c2b148b3e8c4c15ab80c823bab7cd5ae482fb9b586f294d4eb636b506d52"	"Toyota 's usually last a long time so it might be a good decision."	"Toyotas last a long time, so it is a good decision."	"replace: 'Toyota 's usually' -> 'Toyotas'; replace: 'time' -> 'time,'; replace: 'might be' -> 'is'"
"09ae5f430fd137860e7b960e59ed2bc5a009968965a954accbcaa2f8010ee1c6"	"Babies are pretty small and delicate they look like they might break at the slightest bump."	"Babies are pretty small and delicate; they look fragile at the slightest bump."	"replace: 'delicate' -> 'delicate;'; replace: 'like they might break' -> 'fragile'"
"3f6f42d365291dfb6849e92f2437d342f7564ed6ac9671c42f15b8edee9bb6ed"	"I am sorry you are going through that. Sometimes telling the truth is the best, even if other people might get in trouble."	"I am sorry you are going through that. Sometimes telling the truth is the best, even if other people get in trouble."	"remove: 'might'"
"9f3cf0fd0b2ea6b92365a088debdb1ebed551756a6a2f7eeded9a19d25dd8126"	"The kitten might have been dehydrated. Hopefully the neighbor called someone else to come help?"	"The kitten was dehydrated. The neighbor called someone else to help."	"replace: 'might have been' -> 'was'; replace: 'Hopefully the' -> 'The'; replace: 'come help?' -> 'help.'"
"89f3cdc6b93febc69cf9570e42f56fa4633515fc89c4096d1692fcd31a9e402a"	"I know someone with that. She might need some medication."	"I know someone with that. She needs some medication."	"replace: 'might need' -> 'needs'"
"4e5fc7ef8a50da77c793bfd316033dbee85726af47e83ab075cb08e201347d6a"	"Well that might explain it, those zombies are not very nice!"	"Well, that explains it, those zombies are not very nice!"	"replace: 'Well' -> 'Well,'; replace: 'might explain' -> 'explains'"
"bfa59390822bf2e38bd724bc7270c8b20a7b4da9d58c5e207c52fd25ee0dce20"	"I thought my wife had umbilical hernia. Which is a serious health condition. Doctor told her she might die or end up in an ER!"	"My wife had an umbilical hernia, a serious health condition. The doctor told her she faces death or hospitalization in an ER."	"replace: 'I thought my' -> 'My'; add: 'an'; replace: 'hernia. Which is' -> 'hernia,'; replace: 'Doctor' -> 'The doctor'; replace: 'might die' -> 'faces death'; replace: 'end up' -> 'hospitalization'; replace: 'ER!' -> 'ER.'"
"0c6bc0b2b45f30abbbbd7e8bdf85b8e66b4eb9fa818f259f2666a1ce88ac1697"	"I think I have hadhad an epiphany. After not being serious about religion ever, I may have to turn it over to God..."	"I have had an epiphany. After not being serious about religion ever, I am turning it over to God."	"remove: 'I think'; replace: 'hadhad' -> 'had'; replace: 'may have to turn' -> 'am turning'; replace: 'God...' -> 'God.'"
"fd9afb9a5ca53253e7908a5d9b425af65ebca2f42f585d3d4d646ad9b05fcc45"	"Me too. I do not even believe in ghosts, I just hate anything that might make me believe in them."	"Me too. I do not even believe in ghosts; I just hate anything that makes me believe in them."	"replace: 'ghosts,' -> 'ghosts;'; replace: 'might make' -> 'makes'"
"72ed3fcd769ca51538f9e2bb806974463e058de448d52fc92a8900e271036331"	"I was gardening last weekend and I had to move a bunch of pots. I knew there might be spiders so I took my time to look carefully."	"I was gardening last weekend and I had to move a bunch of pots. I knew to expect spiders so I took my time to look carefully."	"replace: 'there might be' -> 'to expect'"
"b036f76af5eed00694427097d5c74284642c6218cd57b27789ef4e8bdf590a4c"	"That is really rough. Do you think he may have relapsed?"	"That is really rough. Has he relapsed?"	"replace: 'Do you think' -> 'Has'; remove: 'may have'"
"9d6187e345335a02d497e59ba05674a0f23d2187a42f3316fa59151ee2b2b626"	"The doctor mentioned his congestion might have contributed, but I got the impression that they just happen sometimes with no real because."	"The doctor mentioned his congestion contributed, but I got the impression that they just happen sometimes with no real reason."	"remove: 'might have'; replace: 'because.' -> 'reason.'"
"b9ef60538c257284cf566087947c1a3a1d6f74f4b93a714fb80ecd033244c8c0"	"Thanks, I am thinking of getting a puppy. It might help."	"Thanks, I am getting a puppy. It helps."	"remove: 'thinking of'; replace: 'might help.' -> 'helps.'"
"149c6c251a213ca91ab6c99c319cef158be34297feef3b897402ad247bbb355a"	"It is great to be in a committed relationship. Many people might be unnerved at their SO leaving for a week long kayaking trip, but not me."	"It is great to be in a committed relationship. Many people are unnerved at their SO leaving for a week-long kayaking trip, but not me."	"replace: 'might be' -> 'are'; replace: 'week long' -> 'week-long'"
"0a45ef5c068b29c4186e0c392952002f5e01cea1930a083433cf160e2834c4cd"	"That might help my arms, but one time I sweat so much on the way to the store that I had a big sweat stain on my butt!"	"That helps my arms, but one time I sweat so much on the way to the store that I had a big sweat stain on my butt!"	"replace: 'might help' -> 'helps'"
"ab7510eded9fbe7e29fd84314c1537c4caf4c3bf59edcc86b5964e66583f6755"	"Strawberries in cinnamon roles? That might be really good!"	"Strawberries in cinnamon rolls? That is really good!"	"replace: 'roles?' -> 'rolls?'; replace: 'might be' -> 'is'"
"cb143261a46c6f14bf7c128b4af1bdbffd599ff62731c6ff933fb1479323d1c1"	"What? You think you might be in trouble?"	"What? Are you in trouble?"	"replace: 'You think' -> 'Are'; remove: 'might be'"
"846c4885e77f695ba8bb06aa220d1cc2ae40a10a6eba2065ba3a912bbae6d593"	"I suppose it is, but I wonder if the fact that you studied might have had more to do with it?"	"It is, but the fact that you studied had more to do with it?"	"replace: 'I suppose it' -> 'It'; remove: 'I wonder if'; remove: 'might have'"
"069d1d47e2cb8ef48eef2cc22e7c865bac58e0a97906d1b5605fcf275a53b372"	"well i had one that did that and he lived to 17 so there may still be hope"	"Well I had one that did that and he lived to 17 so there is still hope."	"replace: 'well i' -> 'Well I'; replace: 'may' -> 'is'; replace: 'be hope' -> 'hope.'"
"3192e2f2f73d1996b2b7521b1de426ca2cd47583e40643bafdc49bb6cb76352c"	"Well when I was younger I began experimenting with something some may call taboo or even wrong. I was in my mom 's bedroom one day and came across some of her clothes..."	"Well when I was younger I began experimenting with something some call taboo or even wrong. I was in my mom's bedroom one day and came across some of her clothes..."	"remove: 'may'; replace: 'mom 's' -> 'mom's'"
"70fa718970afaecefc0b2f35b781e30a77c85aef40bd789cc422c95b92a896d6"	"My boss told us all today that there might be lay offs coming."	"My boss told us all today that lay offs are coming."	"remove: 'there might be'; add: 'are'"
"07ffb6f4df9dfac06f8af31ea6ef3a58cfe50b5574c0aa5b5a318194e97890a2"	"Yeah, I try to really value my friendships, as you never know when they might end for some unknown reason."	"Yeah, I try to really value my friendships, as you never know when they end for some unknown reason."	"remove: 'might'"
"efdf6bedb34b15b13979bb911b057f71c0bf4179ad11e4ded497735e9d6570d5"	"Ugh do you have any security camera that might have captured what happened?"	"Ugh do you have any security camera that captured what happened?"	"remove: 'might have'"
"79f947e3e0e1cf41d9182cebc92e0e17f38118928f3e72da7eae4c7548f7f06a"	"Yeah, I think her parents or her peers, or even herself probably, may put a lot of expectations on her. While you want to reassure and encourage her, it is good to not make her plan too far ahead in the future and put all that weight on her. It is what my parents did with me, and I resented them for it."	"Her parents, her peers, or she herself places a lot of expectations on her. While you reassure and encourage her, avoid making her plan too far ahead and putting all that weight on her. It is what my parents did with me, and I resented them for it."	"replace: 'Yeah, I think her parents or' -> 'Her parents,'; replace: 'even' -> 'she'; replace: 'probably, may put' -> 'places'; remove: 'want to'; replace: 'it is good to not make' -> 'avoid making'; remove: 'in the future'; replace: 'put' -> 'putting'"
"c6ccf63bc77a3f2bd1ef93a50c84251db3f59d09212af6fb78c5adf6fc8c22cf"	"I want to but I am afraid I might get sick."	"I want to, but I am afraid of getting sick."	"replace: 'to' -> 'to,'; replace: 'I might get' -> 'of getting'"
"a245574746d7120482c5544bc5242f2555b4994be4e6a414ceba32fbd698fdd3"	"It might be a worth a shot to do that and stand my ground on my next contract renewal time."	"It is worth a shot to do that and stand my ground at my next contract renewal."	"replace: 'might be a' -> 'is'; replace: 'on' -> 'at'; replace: 'renewal time.' -> 'renewal.'"
"9b62d4423e55cb7bb97d5b8c74d82d5a944d0bd8344cf945fc735a1c4b4adbf3"	"my own abilities, i am so smart, i am scared of what i may become"	"My own abilities, I am so smart, I am scared of what I become."	"replace: 'my' -> 'My'; replace: 'i' -> 'I'; replace: 'i' -> 'I'; replace: 'i may become' -> 'I become.'"
"e5e598da110bec7e1f9ea847f8c11b46eabbfa03401db39876b4d708d0cda231"	"Yup, so in 20 or 30 years, it may not even be accessible to us."	"Yup, so in 20 or 30 years, it is not even accessible to us."	"replace: 'may' -> 'is'; remove: 'be'"
"0b3c018d1740329511ae5fbad70d55cb856326922ba6355d32523d67b59382f5"	"She is. She may be able to handle it on her own. Thanks for the info"	"She is. She handles it on her own. Thanks for the info"	"replace: 'may be able to handle' -> 'handles'"
"b85617faa73fd077ca39692749d1d880fbf3bb3f94e0b8d5022370b9fbb69d53"	"Yeah, it is an engine thing, so it may well be some really bad news."	"Yeah, it is an engine thing, so it is really bad news."	"replace: 'may well be some' -> 'is'"
"4e3b26fdf96accb7659bf73f6e873ef3b5d54d3d29c986d5e00f8b053b458523"	"It seems your daughter may over exaggerate things a little bit."	"Your daughter exaggerates things a little bit."	"replace: 'It seems your' -> 'Your'; replace: 'may over exaggerate' -> 'exaggerates'"
"58f1521e6ad830ff3cffba929f937ce9c7acbf60eaa23beac44a1da11590d0ff"	"I think it may have been stolen. I was at the pool and took it off. When I got done swimming it was gone."	"It was stolen. I was at the pool and took it off. When I got done swimming it was gone."	"replace: 'I think it may have been' -> 'It was'"
