sentence,entailment
"""John published the documentary"" entails ""John filmed the documentary""",1
"""John is filming the documentary"" entails ""John is publishing the documentary""",0
"""John is filming the documentary"" entails ""John was publishing the documentary""",0
"""John is filming the documentary"" entails ""John has published the documentary""",0
"""John is filming the documentary"" entails ""John had published the documentary""",0
"""John is filming the documentary"" entails ""John will publish the documentary""",0
"""John is filming the documentary"" entails ""John publishes the documentary""",0
"""John is filming the documentary"" entails ""John published the documentary""",0
"""John was filming the documentary"" entails ""John is publishing the documentary""",0
"""John was filming the documentary"" entails ""John was publishing the documentary""",0
"""John was filming the documentary"" entails ""John has published the documentary""",0
"""John was filming the documentary"" entails ""John had published the documentary""",0
"""John was filming the documentary"" entails ""John will publish the documentary""",0
"""John was filming the documentary"" entails ""John publishes the documentary""",0
"""John was filming the documentary"" entails ""John published the documentary""",0
"""John has filmed the documentary"" entails ""John is publishing the documentary""",1
"""John has filmed the documentary"" entails ""John was publishing the documentary""",0
"""John has filmed the documentary"" entails ""John has published the documentary""",0
"""John has filmed the documentary"" entails ""John had published the documentary""",0
"""John has filmed the documentary"" entails ""John will publish the documentary""",0
"""John has filmed the documentary"" entails ""John publishes the documentary""",1
"""John has filmed the documentary"" entails ""John published the documentary""",0
"""John had filmed the documentary"" entails ""John is publishing the documentary""",0
"""John had filmed the documentary"" entails ""John was publishing the documentary""",0
"""John had filmed the documentary"" entails ""John has published the documentary""",0
"""John had filmed the documentary"" entails ""John had published the documentary""",1
"""John had filmed the documentary"" entails ""John will publish the documentary""",0
"""John had filmed the documentary"" entails ""John publishes the documentary""",0
"""John had filmed the documentary"" entails ""John published the documentary""",1
"""John will film the documentary"" entails ""John is publishing the documentary""",0
"""John will film the documentary"" entails ""John was publishing the documentary""",0
"""John will film the documentary"" entails ""John has published the documentary""",0
"""John will film the documentary"" entails ""John had published the documentary""",0
"""John will film the documentary"" entails ""John will publish the documentary""",1
"""John will film the documentary"" entails ""John publishes the documentary""",0
"""John will film the documentary"" entails ""John published the documentary""",0
"""John films the documentary"" entails ""John is publishing the documentary""",0
"""John films the documentary"" entails ""John was publishing the documentary""",0
"""John films the documentary"" entails ""John has published the documentary""",0
"""John films the documentary"" entails ""John had published the documentary""",0
"""John films the documentary"" entails ""John will publish the documentary""",1
"""John films the documentary"" entails ""John publishes the documentary""",0
"""John films the documentary"" entails ""John published the documentary""",0
"""John filmed the documentary"" entails ""John is publishing the documentary""",0
"""John filmed the documentary"" entails ""John was publishing the documentary""",0
"""John filmed the documentary"" entails ""John has published the documentary""",0
"""John filmed the documentary"" entails ""John had published the documentary""",0
"""John filmed the documentary"" entails ""John will publish the documentary""",0
"""John filmed the documentary"" entails ""John publishes the documentary""",0
"""John filmed the documentary"" entails ""John published the documentary""",0
"""Liverpool is winning against Arsenal"" entails ""Liverpool is competing with Arsenal""",1
"""Liverpool is winning against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool is winning against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool is winning against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool is winning against Arsenal"" entails ""Liverpool will compete with Arsenal""",1
"""Liverpool is winning against Arsenal"" entails ""Liverpool competes with Arsenal""",1
"""Liverpool is winning against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool was winning against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool was winning against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool was winning against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool was winning against Arsenal"" entails ""Liverpool had competed with Arsenal""",1
"""Liverpool was winning against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool was winning against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool was winning against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool has won against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool has won against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool has won against Arsenal"" entails ""Liverpool has competed with Arsenal""",1
"""Liverpool has won against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool has won against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool has won against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool has won against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool had won against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool had won against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool had won against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool had won against Arsenal"" entails ""Liverpool had competed with Arsenal""",1
"""Liverpool had won against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool had won against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool had won against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool will win against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool will win against Arsenal"" entails ""Liverpool was competing with Arsenal""",0
"""Liverpool will win against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool will win against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool will win against Arsenal"" entails ""Liverpool will compete with Arsenal""",1
"""Liverpool will win against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool will win against Arsenal"" entails ""Liverpool competed with Arsenal""",0
"""Liverpool wins against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool wins against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool wins against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool wins against Arsenal"" entails ""Liverpool had competed with Arsenal""",0
"""Liverpool wins against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool wins against Arsenal"" entails ""Liverpool competes with Arsenal""",1
"""Liverpool wins against Arsenal"" entails ""Liverpool competed with Arsenal""",0
"""Liverpool won against Arsenal"" entails ""Liverpool is competing with Arsenal""",0
"""Liverpool won against Arsenal"" entails ""Liverpool was competing with Arsenal""",1
"""Liverpool won against Arsenal"" entails ""Liverpool has competed with Arsenal""",0
"""Liverpool won against Arsenal"" entails ""Liverpool had competed with Arsenal""",1
"""Liverpool won against Arsenal"" entails ""Liverpool will compete with Arsenal""",0
"""Liverpool won against Arsenal"" entails ""Liverpool competes with Arsenal""",0
"""Liverpool won against Arsenal"" entails ""Liverpool competed with Arsenal""",1
"""Liverpool is competing with Arsenal"" entails ""Liverpool is winning against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool was winning against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool has won against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool had won against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool will win against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool wins against Arsenal""",0
"""Liverpool is competing with Arsenal"" entails ""Liverpool won against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool is winning against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool was winning against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool has won against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool had won against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool will win against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool wins against Arsenal""",0
"""Liverpool was competing with Arsenal"" entails ""Liverpool won against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool is winning against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool was winning against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool has won against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool had won against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool will win against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool wins against Arsenal""",0
"""Liverpool has competed with Arsenal"" entails ""Liverpool won against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool is winning against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool was winning against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool has won against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool had won against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool will win against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool wins against Arsenal""",0
"""Liverpool had competed with Arsenal"" entails ""Liverpool won against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool is winning against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool was winning against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool has won against Arsenal""",0
"""Liverpool will compete with Arsenal"" entails ""Liverpool had won against Arsenal""",0
